idiom,meaning,response,similarity_score
Blow One�s Top, Lose one’s temper,Lose one's temper.,0.9496011607917287
Blow One�s Stack, To lose one’s temper and explode in anger,Lose one's temper.,0.8351765537634066
Blow the Cobwebs Away (or Out of Something)," Make space for fresh ideas, encourage something new",Clear one's head.,0.4317359126347956
Blow the Whistle, Reporting an illegal or unacceptable activity to the authorities,Expose a scandal or wrongdoing.,0.617991947381179
Blow Up, Explode,To blow up means to become extremely angry or upset.,0.6883552597036868
Blow Your Own Trumpet, Brag; emphasize one’s own contributions,To boast or brag about one's own accomplishments.,0.8167316230770452
Blue Blood (adj. blue-blooded), Person of aristocratic background,Noble birth; aristocratic lineage.,0.8029317849966098
Blue Eyed Boy, A person who is a favorite of those in authority; someone whose mistakes are forgiven,"A charming idiom!

The translation is: ""Good-looking young man""",0.5018869730616844
Blue Light Special, 1. a temporary sale at a discount store. 2. a traffic stop by the police.,"""Flash sale""",0.6543352023512103
Bob�s Your Uncle, The rest is easy; you’re almost finished,"That's an easy one!

The idiomatic expression ""Bob's your uncle"" translates to:

""It's as simple as that.""

or more literally:

""That's all there is to it.""",0.5669962000799655
Bolt From the Blue, Something completely unexpected,A sudden and unexpected event.,0.8509289585328803
Bone Dry," Completely dry, totally without moisture",Completely empty or devoid of something.,0.6889112470663274
Born on The Wrong Side of the Blanket, Born to parents who were not married,"""Illegitimate""",0.4834707205127166
Borrow Trouble," Take needless risks, invite problems",Look for trouble.,0.6555250057241846
Bottom of the Barrel, Low-quality choices,"The bottom of the barrel.

Translation: The worst or lowest quality.",0.587301251953811
Boy Toy," A young man who is the lover of an older, often wealthier woman (see toyboy)",A young man who is kept as a lover by an older woman.,0.8527501150468944
Boys will be Boys, A phrase of resignation used when boys get into trouble or are stereotypically reckless or rowdy,Mischievous children will behave in a childish way.,0.598192889762885
Brainstorm, To generate many ideas quickly,To think deeply and creatively about something.,0.6986053686743173
Break a Leg," Good luck! This is used for a stage performer-or for anyone else who is about to give some kind of a performance, such as an important speech","""Good luck.""",0.6802823357518011
Break Out in A Cold Sweat, To perspire from fever or anxiety,Be terrified.,0.5552881517888847
Break the Bank, Exhaust one’s financial resources,To win a large amount of money.,0.5675990140234989
Break The Ice," To get something started, particularly by means of a social introduction or conversation",To ease an awkward or tense situation.,0.6401089229434674
Break up/ Split up (With Somebody), End the relationship,"To ""go your separate ways""",0.604644285010852
Bring Home the Bacon, Earn money for one’s family,To earn a living.,0.6744920209331875
Bringing a Knife to a Gunfight, Underequipped or unprepared,Being hopelessly outmatched.,0.557533680890552
Brush Under the Carpet, Attempt to temporarily conceal a problem or error,Sweep something under the rug.,0.4615495613589429
Bucket List, Things you want to see or do before you die,A list of experiences or achievements that a person wants to have during their lifetime.,0.6471843280761997
Bull in a China Shop, A clumsy or tactless person,A clumsy person who is likely to cause damage or chaos.,0.839458602141033
Bump in the Road," A temporary problem, a small setback",Obstacle.,0.5379982214958995
Bundle Up, Put on lots of warm clothing,Get dressed warmly.,0.7809392366046759
Burn One�s Bridges, Leave a job or a relationship on such bad terms that one does not stay in contact,To irreparably damage relationships or sever connections.,0.7079432214242642
Burn the Candle at Both Ends," To work too hard, with possible bad consequences for one’s health",To exhaust one's resources or energy by working too hard.,0.8045586221048957
Burn the Candle at Both Ends, Work very long hours,To exhaust one's resources or energy by working too hard.,0.5667071844681583
Burn the Midnight Oil, To work late into the night,Work late into the night.,0.9686519031484201
Burn the Midnight Oil, Working late into the night,Work late into the night.,0.9773496360667777
Bury (Hide) One�s Head In the Sand," Ignoring something that’s obviously wrong, not facing reality",Avoid dealing with a difficult situation by ignoring it.,0.7651089177934605
Bury the Hatchet," Make peace, agree to end a dispute",To put aside past differences or conflicts.,0.6768700139743584
Business as Usual," A normal situation (whether related to business or not), typically restored after some change","""Life goes on as usual.""",0.6718274400422558
Busman�s Holiday (UK), A working vacation,A working holiday.,0.8309429120900875
Busman�s Holiday," A vacation where you do the same thing you do at work, a working vacation",A working vacation.,0.8864377505562886
Busted Flush," A failure, someone or something that seemed promising but did not develop well",A high card with no other cards of value.,0.5004628873018574
Butter Wouldn�t Melt in (Someone�s)," Mouth This person is cool in manner, prim and proper",Wouldn't melt in his hands.,0.423257451664363
Buy a Pig in a Poke, To buy something with no prior inspection,To buy something without knowing its true value or quality.,0.7347083905506151
Buy Time, Cause a delay in something with the aim of improving one’s position,"""Put off until tomorrow""",0.5884590813635884
By a Whisker, By a very short distance,A narrow margin or difference.,0.6157608207734323
By All Means," Of course, certainly",You're welcome.,0.4656444303911115
By Hook or by Crook, By some possibly dishonest means,To achieve one's goal no matter what it takes.,0.47260327066006175
By the Skin of One�s Teeth, Barely escaping disaster,To scrape through.,0.4018042676021216
By Word of Mouth, Via personal communications rather than written media,Through informal channels.,0.6356771442517191
Call a Spade a Spade, To speak frankly and directly about a problem,To tell it like it is.,0.5987529172597106
Call It a Day, Decide that one has worked enough on something for the day,To stop what you're doing and go home for the day.,0.625667810347736
Call It a Night, End an evening’s activities and go home,To give up on something.,0.48333073605586807
Call the Shots, Make the important decisions in an organization,To be in control.,0.5715608598596187
Call the Tune, Making important decisions and controlling a situation.,To be in charge.,0.7363796402326378
Can�t See the Forest for the Trees, Is unable to maintain a wider perspective,To be unable to see the overall situation or problem because of focusing too much on small details.,0.7243963659967187
Can�t Swing A Dead Cat In (Place), Without Hitting A (Thing) There are many examples of [thing] in this [place].,"The idiomatic expression ""can't swing a dead cat in"" is translated to:

It's impossible to move anywhere without hitting something.

This idiom suggests that the place is so crowded or congested that even if you were swinging a lifeless cat, you would inevitably hit someone or something.",0.6190648145952979
Carrot-and-Stick (Approach)," A tactic in which rewards are offered, but there is also the threat of punishment","Reward with one hand, punish with the other.",0.7739998583217984
Carry a Torch (for), To continue to be in love with someone even after a relationship has ended,To have a secret romantic interest in someone.,0.6924639137955032
Carry Coals To Newcastle, Supply something that is unneeded; engage in useless labor,To bring something unnecessary to someone who already has it.,0.6370290304993189
Carry the Can, To take the blame for something one did not do,Take the blame.,0.8377329834951396
